instruction,model_output,parsed_title,title_in_dataset,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients
Suggest a balanced meal with moderate calories and good protein.,"Minty Peas - 60.7 calories, 2.5g protein, 3.3g fat, 9.5g carbs.",Minty Peas,True,False,True,False,{'balanced': True},"{'calories': 60.7, 'protein': 2.5, 'total_fat': 3.3, 'carbs': 9.5}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Noodle Soup - 140.2 calories, 9.3g protein, 1.4g fat, 23.0g carbs.",Chicken Noodle Soup,True,True,True,False,{'balanced': True},"{'calories': 140.2, 'protein': 9.3, 'total_fat': 1.4, 'carbs': 23.0}",[]
List a low-sodium recipe under 50mg sodium.,"Baked Cornish Hens - 45.9mg sodium, 400.9 calories, 55 minutes prep time.",Baked Cornish Hens,False,False,True,True,"{'calories_max': 50.0, 'sodium_max': 50.0}","{'calories': 400.9, 'sodium': 45.9, 'duration': 55.0}",[]
Suggest a ingredients recipe around 9185 calories.,"Dad's Chicken Fingers - 9185.2 calories, 63.2g protein, ready in 25 minutes.",Dad's Chicken Fingers,False,False,True,True,"{'calories_min': 9135.0, 'calories_max': 9235.0}","{'calories': 9185.2, 'protein': 63.2, 'duration': 25.0}",[]
Recommend a high-fiber recipe with at least 6g fiber.,"Gingerbread - 8.2g dietary fiber, 258.1 calories, 62.7g total carbs.",Gingerbread,True,True,True,False,{'fiber_min': 6.0},"{'calories': 258.1, 'fiber': 8.2}",[]
Find a high-protein recipe with at least 8g protein.,"Honey-Orange-Ginger Glazed Chicken - 10.3g protein, 228.0 calories, 8.6g fat, 5.9g carbs.",Honey,True,True,True,False,{'protein_min': 8.0},"{'calories': 228.0, 'protein': 10.3, 'total_fat': 8.6, 'carbs': 5.9}",[]
Recommend a high-fiber recipe with at least 4g fiber.,"Homemade Bagels - 6.2g dietary fiber, 351.5 calories, 73.4g total carbs.",Homemade Bagels,True,False,True,False,{'fiber_min': 4.0},"{'calories': 351.5, 'fiber': 6.2}",[]
Suggest a balanced meal with moderate calories and good protein.,"Baked Potato - 274.8 calories, 5.4g protein, 7.4g fat, 49.5g carbs.",Baked Potato,True,False,True,False,{'balanced': True},"{'calories': 274.8, 'protein': 5.4, 'total_fat': 7.4, 'carbs': 49.5}",[]
Suggest a ingredients recipe under 130 calories.,"Homemade Corn Dogs - 130.7 calories, 1.8g protein, ready in 20 minutes.",Homemade Corn Dogs,True,False,True,False,{'calories_max': 130.0},"{'calories': 130.7, 'protein': 1.8, 'duration': 20.0}",[]
Suggest a ingredients recipe under 164 calories.,"Raspberry-Strawberry Trifle - 164.1 calories, 3.3g protein, ready in 45 minutes.",Raspberry,True,False,True,False,{'calories_max': 164.0},"{'calories': 164.1, 'protein': 3.3, 'duration': 45.0}",[]
Suggest a ingredients recipe under 250 calories.,"Chicken Salad - 250.0 calories, 20.0g protein, ready in 10 minutes.",Chicken Salad,True,True,True,False,{'calories_max': 250.0},"{'calories': 250.0, 'protein': 20.0, 'duration': 10.0}",[]
Suggest a ingredients recipe under 375 calories.,"Mushroom and Red Pepper Frittata - 375.8 calories, 11.3g protein, ready in 30 minutes.",Mushroom and Red Pepper Frittata,True,False,True,False,{'calories_max': 375.0},"{'calories': 375.8, 'protein': 11.3, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 30 minutes.,"Sausage and Apple Stuffing - Takes 25 minutes, 272.0 calories, serves 4.",Sausage and Apple Stuffing,True,False,True,False,{'duration_max': 30.0},"{'calories': 272.0, 'duration': 25.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Bacon, Egg, and Tomato Sandwich - 253.2 calories, 13.4g protein, 7.4g fat, 35.2g carbs.","Bacon, Egg, and Tomato Sandwich",False,False,True,True,{'balanced': True},"{'calories': 253.2, 'protein': 13.4, 'total_fat': 7.4, 'carbs': 35.2}",[]
Find a high-protein recipe with at least 30g protein.,"Crockpot Chicken - 34.3g protein, 267.8 calories, 7.8g fat, 0.0g carbs.",Crockpot Chicken,True,False,True,False,{'protein_min': 30.0},"{'calories': 267.8, 'protein': 34.3, 'total_fat': 7.8, 'carbs': 0.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Jelly Sandwich - 235.7 calories, 4.6g protein, 8.5g fat, 40.7g carbs.",Peanut Butter and Jelly Sandwich,True,False,True,False,{'balanced': True},"{'calories': 235.7, 'protein': 4.6, 'total_fat': 8.5, 'carbs': 40.7}",[]
Find a high-protein recipe with at least 23g protein.,"Tuna Salad - 27.8g protein, 256.0 calories, 10.7g fat, 2.5g carbs.",Tuna Salad,True,False,True,False,{'protein_min': 23.0},"{'calories': 256.0, 'protein': 27.8, 'total_fat': 10.7, 'carbs': 2.5}",[]
Suggest a ingredients recipe around 798 calories.,"Caramelized Onion and Feta Tart - 798.3 calories, 36.1g protein, ready in 70 minutes.",Caramelized Onion and Feta Tart,False,False,True,True,"{'calories_min': 748.0, 'calories_max': 848.0}","{'calories': 798.3, 'protein': 36.1, 'duration': 70.0}",[]
List a low-sodium recipe under 2109mg sodium.,"Honey Mustard Chicken - 2109.7mg sodium, 347.3 calories, 55 minutes prep time.",Honey Mustard Chicken,True,True,True,False,"{'calories_max': 2109.0, 'sodium_max': 2109.0}","{'calories': 347.3, 'sodium': 2109.7, 'duration': 55.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Red Pepper Pasta - 348.1 calories, 18.5g protein, 13.4g fat, 40.0g carbs.",Chicken and Red Pepper Pasta,False,False,True,True,{'balanced': True},"{'calories': 348.1, 'protein': 18.5, 'total_fat': 13.4, 'carbs': 40.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Fruit Dip - 69.9 calories, 0.3g protein, 3.3g fat, 10.7g carbs.",Fruit Dip,True,False,True,False,{'balanced': True},"{'calories': 69.9, 'protein': 0.3, 'total_fat': 3.3, 'carbs': 10.7}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Jalapeno Popper Dip - Takes 45 minutes, 174.1 calories, serves 8.",Jalapeno Popper Dip,True,True,True,False,{'duration_max': 60.0},"{'calories': 174.1, 'duration': 45.0, 'serves': 8}",[]
List a low-sodium recipe under 2307mg sodium.,"Cheddar Cheese & Bacon Soup - 2229.4mg sodium, 264.9 calories, 25 minutes prep time.",Cheddar Cheese & Bacon Soup,False,False,True,True,"{'calories_max': 2307.0, 'sodium_max': 2307.0}","{'calories': 264.9, 'sodium': 2229.4, 'duration': 25.0}",[]
List a low-sodium recipe under 310mg sodium.,"Lemon and Herb Marinated Chicken - 300.8mg sodium, 244.3 calories, 35 minutes prep time.",Lemon and Herb Marinated Chicken,False,False,True,True,"{'calories_max': 310.0, 'sodium_max': 310.0}","{'calories': 244.3, 'sodium': 300.8, 'duration': 35.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Asparagus Stir-Fry - 264.1 calories, 22.9g protein, 7.9g fat, 25.7g carbs.",Chicken and Asparagus Stir,True,True,True,False,{'balanced': True},"{'calories': 264.1, 'protein': 22.9, 'total_fat': 7.9, 'carbs': 25.7}",[]
Recommend a high-fiber recipe with at least 4g fiber.,"Dad's Barbecued Ribs - 5.6g dietary fiber, 460.7 calories, 38.2g total carbs.",Dad's Barbecued Ribs,False,False,True,True,{'fiber_min': 4.0},"{'calories': 460.7, 'fiber': 5.6}",[]
Suggest a balanced meal with moderate calories and good protein.,"Grilled Chicken Breast - 230.4 calories, 39.7g protein, 10.1g fat, 0.0g carbs.",Grilled Chicken Breast,True,True,True,False,{'balanced': True},"{'calories': 230.4, 'protein': 39.7, 'total_fat': 10.1, 'carbs': 0.0}",[]
Find a high-protein recipe with at least 26g protein.,"Sausage and Rice Stuffed Peppers - 28.8g protein, 340.4 calories, 7.9g fat, 44.4g carbs.",Sausage and Rice Stuffed Peppers,False,False,True,True,{'protein_min': 26.0},"{'calories': 340.4, 'protein': 28.8, 'total_fat': 7.9, 'carbs': 44.4}",[]
Suggest a ingredients recipe around 777 calories.,"Easy Slow Cooker Chicken and Black Bean Soup - 777.8 calories, 31.3g protein, ready in 200 minutes.",Easy Slow Cooker Chicken and Black Bean Soup,False,False,True,True,"{'calories_min': 727.0, 'calories_max': 827.0}","{'calories': 777.8, 'protein': 31.3, 'duration': 200.0}",[]
Recommend a quick recipe that takes less than 100 minutes.,"Tofu and Spinach Stir-Fry - Takes 95 minutes, 255.7 calories, serves 4.",Tofu and Spinach Stir,False,False,True,True,{'duration_max': 100.0},"{'calories': 255.7, 'duration': 95.0, 'serves': 4}",[]
Suggest a ingredients recipe under 26 calories.,"Tuna Salad - 26.0 calories, 1.6g protein, ready in 5 minutes.",Tuna Salad,True,False,True,False,{'calories_max': 26.0},"{'calories': 26.0, 'protein': 1.6, 'duration': 5.0}",[]
Suggest a ingredients recipe under 189 calories.,"Fruit Popsicles - 189.4 calories, 0.7g protein, ready in 15 minutes.",Fruit Popsicles,True,True,True,False,{'calories_max': 189.0},"{'calories': 189.4, 'protein': 0.7, 'duration': 15.0}",[]
List a low-sodium recipe under 271mg sodium.,"Fudge Pops - 235.2mg sodium, 66.7 calories, 15 minutes prep time.",Fudge Pops,True,True,True,False,"{'calories_max': 271.0, 'sodium_max': 271.0}","{'calories': 66.7, 'sodium': 235.2, 'duration': 15.0}",[]
Recommend a quick recipe that takes less than 25 minutes.,"Minty Lime Iced Tea - Takes 15 minutes, 0.4 calories, serves 1.",Minty Lime Iced Tea,False,False,True,True,{'duration_max': 25.0},"{'calories': 0.4, 'duration': 15.0, 'serves': 1}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Cheesy Baked Potatoes - 4.4g dietary fiber, 340.4 calories, 21.5g total carbs.",Cheesy Baked Potatoes,True,False,True,False,{'fiber_min': 3.0},"{'calories': 340.4, 'fiber': 4.4}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Cranberry Sauce - 4.0g dietary fiber, 101.4 calories, 30.7g total carbs.",Cranberry Sauce,True,False,True,False,{'fiber_min': 3.0},"{'calories': 101.4, 'fiber': 4.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter Balls - 107.4 calories, 1.2g protein, 7.2g fat, 9.2g carbs.",Peanut Butter Balls,True,False,True,False,{'balanced': True},"{'calories': 107.4, 'protein': 1.2, 'total_fat': 7.2, 'carbs': 9.2}",[]
Suggest a ingredients recipe around 1096 calories.,"Chicken and Shrimp Casserole - 1096.6 calories, 72.4g protein, ready in 85 minutes.",Chicken and Shrimp Casserole,False,False,True,True,"{'calories_min': 1046.0, 'calories_max': 1146.0}","{'calories': 1096.6, 'protein': 72.4, 'duration': 85.0}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Cheesy Chicken Pasta - Takes 50 minutes, 348.3 calories, serves 4.",Cheesy Chicken Pasta,True,True,True,False,{'duration_max': 60.0},"{'calories': 348.3, 'duration': 50.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Quickie Cheddar and Broccoli Soup - 139.9 calories, 8.7g protein, 9.6g fat, 5.9g carbs.",Quickie Cheddar and Broccoli Soup,False,False,True,True,{'balanced': True},"{'calories': 139.9, 'protein': 8.7, 'total_fat': 9.6, 'carbs': 5.9}",[]
List a low-sodium recipe under 417mg sodium.,"Cinnamon Pecan Pie - 409.6mg sodium, 288.0 calories, 45 minutes prep time.",Cinnamon Pecan Pie,True,False,True,False,"{'calories_max': 417.0, 'sodium_max': 417.0}","{'calories': 288.0, 'sodium': 409.6, 'duration': 45.0}",[]
Recommend a high-fiber recipe with at least 1g fiber.,"Sausage and Apple Stuffing - 2.0g dietary fiber, 182.1 calories, 24.7g total carbs.",Sausage and Apple Stuffing,True,True,True,False,{'fiber_min': 1.0},"{'calories': 182.1, 'fiber': 2.0}",[]
List a low-sodium recipe under 261mg sodium.,"Baked Chicken With Tomatoes - 250.4mg sodium, 275.1 calories, 45 minutes prep time.",Baked Chicken With Tomatoes,True,True,True,False,"{'calories_max': 261.0, 'sodium_max': 261.0}","{'calories': 275.1, 'sodium': 250.4, 'duration': 45.0}",['tomatoes - 250']
Recommend a high-fiber recipe with at least 9g fiber.,"Broccoli Casserole - 11.0g dietary fiber, 279.3 calories, 39.0g total carbs.",Broccoli Casserole,True,False,True,False,{'fiber_min': 9.0},"{'calories': 279.3, 'fiber': 11.0}",[]
Recommend a high-fiber recipe with at least 7g fiber.,"Broccoli and Cheese Bake - 9.4g dietary fiber, 298.2 calories, 27.6g total carbs.",Broccoli and Cheese Bake,True,True,True,False,{'fiber_min': 7.0},"{'calories': 298.2, 'fiber': 9.4}",[]
Recommend a quick recipe that takes less than 85 minutes.,"Easy Mexican Tamales - Takes 80 minutes, 375.4 calories, serves 4.",Easy Mexican Tamales,False,False,True,True,{'duration_max': 85.0},"{'calories': 375.4, 'duration': 80.0, 'serves': 4}",[]
Find a high-protein recipe with at least 32g protein.,"Chocolate Chip Banana Bread - 34.5g protein, 367.1 calories, 16.6g fat, 44.8g carbs.",Chocolate Chip Banana Bread,True,True,True,False,{'protein_min': 32.0},"{'calories': 367.1, 'protein': 34.5, 'total_fat': 16.6, 'carbs': 44.8}",[]
Suggest a ingredients recipe under 279 calories.,"Honey-Roasted Pears - 279.0 calories, 0.3g protein, ready in 35 minutes.",Honey,True,False,True,False,{'calories_max': 279.0},"{'calories': 279.0, 'protein': 0.3, 'duration': 35.0}",[]
Suggest a ingredients recipe around 510 calories.,"Cheddar Chicken - 510.8 calories, 30.1g protein, ready in 40 minutes.",Cheddar Chicken,True,False,True,False,"{'calories_min': 460.0, 'calories_max': 560.0}","{'calories': 510.8, 'protein': 30.1, 'duration': 40.0}",[]
List a low-sodium recipe under 1937mg sodium.,"Pineapple Upside-Down Cake - 1868.9mg sodium, 399.8 calories, 55 minutes prep time.",Pineapple Upside,True,True,True,False,"{'calories_max': 1937.0, 'sodium_max': 1937.0}","{'calories': 399.8, 'sodium': 1868.9, 'duration': 55.0}",[]
Suggest a ingredients recipe around 522 calories.,"Baked Pears - 522.5 calories, 1.6g protein, ready in 45 minutes.",Baked Pears,True,False,True,False,"{'calories_min': 472.0, 'calories_max': 572.0}","{'calories': 522.5, 'protein': 1.6, 'duration': 45.0}",[]
Find a high-protein recipe with at least 37g protein.,"Dad's Perfect Pot Roast - 39.2g protein, 631.1 calories, 48.4g fat, 2.5g carbs.",Dad's Perfect Pot Roast,False,False,True,True,{'protein_min': 37.0},"{'calories': 631.1, 'protein': 39.2, 'total_fat': 48.4, 'carbs': 2.5}",[]
List a low-sodium recipe under 456mg sodium.,"Fudge - 408.8mg sodium, 125.9 calories, 10 minutes prep time.",Fudge,True,False,True,False,"{'calories_max': 456.0, 'sodium_max': 456.0}","{'calories': 125.9, 'sodium': 408.8, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Tortilla Soup - Takes 55 minutes, 375.2 calories, serves 4.",Tortilla Soup,True,True,True,False,{'duration_max': 60.0},"{'calories': 375.2, 'duration': 55.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Broccoli With Cheese Sauce - 159.7 calories, 7.1g protein, 6.9g fat, 18.3g carbs.",Broccoli With Cheese Sauce,True,True,True,False,{'balanced': True},"{'calories': 159.7, 'protein': 7.1, 'total_fat': 6.9, 'carbs': 18.3}",['cheese sauce - 159']
Find a high-protein recipe with at least 18g protein.,"Chicken and Bacon Pasta - 21.2g protein, 435.2 calories, 21.3g fat, 25.3g carbs.",Chicken and Bacon Pasta,True,True,True,False,{'protein_min': 18.0},"{'calories': 435.2, 'protein': 21.2, 'total_fat': 21.3, 'carbs': 25.3}",[]
List a low-sodium recipe under 463mg sodium.,"Peanut Butter Balls - 454.7mg sodium, 75.9 calories, 20 minutes prep time.",Peanut Butter Balls,True,False,True,False,"{'calories_max': 463.0, 'sodium_max': 463.0}","{'calories': 75.9, 'sodium': 454.7, 'duration': 20.0}",[]
Suggest a ingredients recipe under 310 calories.,"Lemon Poppy Seed Muffins - 310.3 calories, 3.6g protein, ready in 45 minutes.",Lemon Poppy Seed Muffins,True,False,True,False,{'calories_max': 310.0},"{'calories': 310.3, 'protein': 3.6, 'duration': 45.0}",[]
Suggest a ingredients recipe under 128 calories.,"Cheese and Potato Pie - 128.3 calories, 4.9g protein, ready in 60 minutes.",Cheese and Potato Pie,True,False,True,False,{'calories_max': 128.0},"{'calories': 128.3, 'protein': 4.9, 'duration': 60.0}",[]
Suggest a ingredients recipe around 469 calories.,"Frosted Chocolate Fudge Cake - 469.6 calories, 3.8g protein, ready in 60 minutes.",Frosted Chocolate Fudge Cake,False,False,True,True,"{'calories_min': 419.0, 'calories_max': 519.0}","{'calories': 469.6, 'protein': 3.8, 'duration': 60.0}",[]
List a low-sodium recipe under 188mg sodium.,"Peanut Butter Mousse - 178.0mg sodium, 100.4 calories, 30 minutes prep time.",Peanut Butter Mousse,True,False,True,False,"{'calories_max': 188.0, 'sodium_max': 188.0}","{'calories': 100.4, 'sodium': 178.0, 'duration': 30.0}",[]
Find a high-protein recipe with at least 19g protein.,"Chicken Pot Pie - 21.4g protein, 395.3 calories, 28.4g fat, 10.3g carbs.",Chicken Pot Pie,True,True,True,False,{'protein_min': 19.0},"{'calories': 395.3, 'protein': 21.4, 'total_fat': 28.4, 'carbs': 10.3}",[]
Suggest a balanced meal with moderate calories and good protein.,"Tropical Fruit Salad - 124.7 calories, 1.7g protein, 0.5g fat, 32.9g carbs.",Tropical Fruit Salad,True,False,True,False,{'balanced': True},"{'calories': 124.7, 'protein': 1.7, 'total_fat': 0.5, 'carbs': 32.9}",[]
Find a high-protein recipe with at least 7g protein.,"Cheesy Chicken & Broccoli Casserole - 8.2g protein, 275.2 calories, 18.2g fat, 10.2g carbs.",Cheesy Chicken & Broccoli Casserole,True,True,True,False,{'protein_min': 7.0},"{'calories': 275.2, 'protein': 8.2, 'total_fat': 18.2, 'carbs': 10.2}",[]
Suggest a ingredients recipe under 344 calories.,"Cinnamon Streusel Coffee Cake - 344.0 calories, 6.0g protein, ready in 80 minutes.",Cinnamon Streusel Coffee Cake,True,False,True,False,{'calories_max': 344.0},"{'calories': 344.0, 'protein': 6.0, 'duration': 80.0}",[]
Suggest three quick recipes under 30 minutes.,"Spicy Chicken and Noodles - Takes 20 minutes, 362.7 calories, serves 1.",Spicy Chicken and Noodles,False,False,True,True,{'calories_max': 30.0},"{'calories': 362.7, 'duration': 20.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Honey Glazed Chicken - 266.1 calories, 22.1g protein, 9.1g fat, 25.1g carbs.",Honey Glazed Chicken,True,False,True,False,{'balanced': True},"{'calories': 266.1, 'protein': 22.1, 'total_fat': 9.1, 'carbs': 25.1}",[]
Suggest a ingredients recipe around 689 calories.,"Italian Pot Roast - 689.0 calories, 49.3g protein, ready in 290 minutes.",Italian Pot Roast,True,False,True,False,"{'calories_min': 639.0, 'calories_max': 739.0}","{'calories': 689.0, 'protein': 49.3, 'duration': 290.0}",[]
Recommend a high-fiber recipe with at least 1g fiber.,"Pumpkin Pie - 2.2g dietary fiber, 253.7 calories, 30.4g total carbs.",Pumpkin Pie,True,True,True,False,{'fiber_min': 1.0},"{'calories': 253.7, 'fiber': 2.2}",[]
Suggest a balanced meal with moderate calories and good protein.,"Veggie Pita - 177.1 calories, 8.3g protein, 2.8g fat, 32.2g carbs.",Veggie Pita,True,True,True,False,{'balanced': True},"{'calories': 177.1, 'protein': 8.3, 'total_fat': 2.8, 'carbs': 32.2}",[]
Find a high-protein recipe with at least 3g protein.,"Lemonade - 4.3g protein, 0.1g fat, 93.7g carbs, 41.0 calories, ready in 5 minutes.",Lemonade,True,False,True,False,{'protein_min': 3.0},"{'calories': 41.0, 'protein': 4.3, 'duration': 5.0, 'total_fat': 0.1, 'carbs': 93.7}",[]
List a low-sodium recipe under 350mg sodium.,"Quick & Easy Stuffed Shells - 300.9mg sodium, 341.0 calories, 35 minutes prep time.",Quick & Easy Stuffed Shells,False,False,True,True,"{'calories_max': 350.0, 'sodium_max': 350.0}","{'calories': 341.0, 'sodium': 300.9, 'duration': 35.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Jelly Sandwich - 255.1 calories, 5.0g protein, 6.6g fat, 35.7g carbs.",Peanut Butter and Jelly Sandwich,True,False,True,False,{'balanced': True},"{'calories': 255.1, 'protein': 5.0, 'total_fat': 6.6, 'carbs': 35.7}",[]
Suggest a ingredients recipe under 134 calories.,"Easy Chocolate Chip Cookies - 134.7 calories, 2.2g protein, ready in 30 minutes.",Easy Chocolate Chip Cookies,True,False,True,False,{'calories_max': 134.0},"{'calories': 134.7, 'protein': 2.2, 'duration': 30.0}",[]
List a low-sodium recipe under 933mg sodium.,"Peanut Butter Chocolate Chip Cookie Dough - 905.4mg sodium, 144.1 calories, 20 minutes prep time.",Peanut Butter Chocolate Chip Cookie Dough,True,True,True,False,"{'calories_max': 933.0, 'sodium_max': 933.0}","{'calories': 144.1, 'sodium': 905.4, 'duration': 20.0}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Broccoli and Cheese Casserole - 4.4g dietary fiber, 266.9 calories, 35.5g total carbs.",Broccoli and Cheese Casserole,True,False,True,False,{'fiber_min': 3.0},"{'calories': 266.9, 'fiber': 4.4}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Cranberry-Apple Sauce - 4.0g dietary fiber, 88.3 calories, 19.7g total carbs.",Cranberry,True,False,True,False,{'fiber_min': 3.0},"{'calories': 88.3, 'fiber': 4.0}",[]
Recommend a quick recipe that takes less than 200 minutes.,"Grilled Chicken With Honey and Mustard Sauce - Takes 180 minutes, 277.6 calories, serves 4.",Grilled Chicken With Honey and Mustard Sauce,False,False,True,True,{'duration_max': 200.0},"{'calories': 277.6, 'duration': 180.0, 'serves': 4}",['honey']
List a low-sodium recipe under 1095mg sodium.,"Caramel Corn - 1028.7mg sodium, 274.2 calories, 30 minutes prep time.",Caramel Corn,True,True,True,False,"{'calories_max': 1095.0, 'sodium_max': 1095.0}","{'calories': 274.2, 'sodium': 1028.7, 'duration': 30.0}",[]
List a low-sodium recipe under 971mg sodium.,"Chocolate Cherry Pudding - 891.9mg sodium, 220.6 calories, 30 minutes prep time.",Chocolate Cherry Pudding,True,True,True,False,"{'calories_max': 971.0, 'sodium_max': 971.0}","{'calories': 220.6, 'sodium': 891.9, 'duration': 30.0}",[]
List a low-sodium recipe under 413mg sodium.,"Eggplant With Parmesan - 393.4mg sodium, 186.2 calories, 40 minutes prep time.",Eggplant With Parmesan,False,False,True,True,"{'calories_max': 413.0, 'sodium_max': 413.0}","{'calories': 186.2, 'sodium': 393.4, 'duration': 40.0}",['parmesan - 393']
Find a high-protein recipe with at least 25g protein.,"Cheesy Chicken and Rice Casserole - 31.9g protein, 346.4 calories, 13.6g fat, 33.1g carbs.",Cheesy Chicken and Rice Casserole,True,True,True,False,{'protein_min': 25.0},"{'calories': 346.4, 'protein': 31.9, 'total_fat': 13.6, 'carbs': 33.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Red Pepper Casserole - 275.6 calories, 20.2g protein, 8.5g fat, 35.7g carbs.",Chicken and Red Pepper Casserole,False,False,True,True,{'balanced': True},"{'calories': 275.6, 'protein': 20.2, 'total_fat': 8.5, 'carbs': 35.7}",[]
Suggest a balanced meal with moderate calories and good protein.,"Balsamic Chicken and Vegetables - 273.6 calories, 27.7g protein, 4.8g fat, 26.1g carbs.",Balsamic Chicken and Vegetables,False,False,True,True,{'balanced': True},"{'calories': 273.6, 'protein': 27.7, 'total_fat': 4.8, 'carbs': 26.1}",[]
Suggest a ingredients recipe around 9473 calories.,"Crispy Roast Duck - 9473.2 calories, 74.7g protein, ready in 80 minutes.",Crispy Roast Duck,True,False,True,False,"{'calories_min': 9423.0, 'calories_max': 9523.0}","{'calories': 9473.2, 'protein': 74.7, 'duration': 80.0}",[]
Suggest a ingredients recipe under 269 calories.,"Mango and Cream Cheese Dip - 269.7 calories, 3.4g protein, ready in 15 minutes.",Mango and Cream Cheese Dip,False,False,True,True,{'calories_max': 269.0},"{'calories': 269.7, 'protein': 3.4, 'duration': 15.0}",[]
Suggest a ingredients recipe under 5 calories.,"Baked Pears - 5.0 calories, 0.3g protein, ready in 30 minutes.",Baked Pears,True,False,True,False,{'calories_max': 5.0},"{'calories': 5.0, 'protein': 0.3, 'duration': 30.0}",[]
Suggest a ingredients recipe under 315 calories.,"Fruit and Nut Salad - 315.1 calories, 3.7g protein, ready in 10 minutes.",Fruit and Nut Salad,True,True,True,False,{'calories_max': 315.0},"{'calories': 315.1, 'protein': 3.7, 'duration': 10.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mushroom and Spinach Pasta - 275.9 calories, 16.7g protein, 10.3g fat, 34.3g carbs.",Mushroom and Spinach Pasta,True,False,True,False,{'balanced': True},"{'calories': 275.9, 'protein': 16.7, 'total_fat': 10.3, 'carbs': 34.3}",[]
Recommend a high-fiber recipe with at least 14g fiber.,"Dijon and Thyme Chicken - 15.9g dietary fiber, 390.4 calories, 69.2g total carbs.",Dijon and Thyme Chicken,False,False,True,True,{'fiber_min': 14.0},"{'calories': 390.4, 'fiber': 15.9}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mexican Chicken Casserole - 325.4 calories, 25.1g protein, 8.5g fat, 34.8g carbs.",Mexican Chicken Casserole,True,True,True,False,{'balanced': True},"{'calories': 325.4, 'protein': 25.1, 'total_fat': 8.5, 'carbs': 34.8}",[]
Find a high-protein recipe with at least 7g protein.,"Cinnamon Raisin Bread - 8.4g protein, 230.9 calories, 5.5g fat, 35.8g carbs.",Cinnamon Raisin Bread,True,False,True,False,{'protein_min': 7.0},"{'calories': 230.9, 'protein': 8.4, 'total_fat': 5.5, 'carbs': 35.8}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Savory Pumpkin Pie - Takes 50 minutes, 230.7 calories, serves 8.",Savory Pumpkin Pie,False,False,True,True,{'duration_max': 60.0},"{'calories': 230.7, 'duration': 50.0, 'serves': 8}",[]
List a low-sodium recipe under 478mg sodium.,"Chilled Cucumber Soup - 477.2mg sodium, 90.3 calories, 20 minutes prep time.",Chilled Cucumber Soup,True,False,True,False,"{'calories_max': 478.0, 'sodium_max': 478.0}","{'calories': 90.3, 'sodium': 477.2, 'duration': 20.0}",[]
Find a high-protein recipe with at least 39g protein.,"Tuna Noodle Casserole - 42.3g protein, 361.7 calories, 12.4g fat, 44.2g carbs.",Tuna Noodle Casserole,True,False,True,False,{'protein_min': 39.0},"{'calories': 361.7, 'protein': 42.3, 'total_fat': 12.4, 'carbs': 44.2}",[]
Suggest a ingredients recipe under 184 calories.,"Grilled Chicken and Veggies - 184.0 calories, 22.6g protein, ready in 40 minutes.",Grilled Chicken and Veggies,True,False,True,False,{'calories_max': 184.0},"{'calories': 184.0, 'protein': 22.6, 'duration': 40.0}",[]
Suggest a ingredients recipe around 420 calories.,"Mushroom, Spinach and Gorgonzola Pasta - 420.1 calories, 15.8g protein, ready in 25 minutes.","Mushroom, Spinach and Gorgonzola Pasta",False,False,True,True,"{'calories_min': 370.0, 'calories_max': 470.0}","{'calories': 420.1, 'protein': 15.8, 'duration': 25.0}",[]
Find a high-protein recipe with at least 26g protein.,"Chicken and Artichoke Casserole - 28.5g protein, 258.4 calories, 9.1g fat, 24.0g carbs.",Chicken and Artichoke Casserole,True,False,True,False,{'protein_min': 26.0},"{'calories': 258.4, 'protein': 28.5, 'total_fat': 9.1, 'carbs': 24.0}",[]
